"Date","CMAQ_2010_36k_base_Obs_Average","CMAQ_2010_36k_base_Model_Average","CMAQ_2010_36k_base_Bias_Average","CMAQ_2010_36k_base_RMSE_Average","CMAQ_2010_36k_base_Corr_Average"
2010-10-19 13:00:00,41.9054,51.9114,10.006,17.7081,0.45
2010-10-19 14:00:00,42.7945,52.8687,10.0742,17.4888,0.453
2010-10-19 15:00:00,42.6919,52.6577,9.96587,17.3803,0.448
2010-10-19 16:00:00,40.2532,50.2173,9.96409,17.3385,0.45
2010-10-19 17:00:00,33.631,44.0049,10.3739,18.8414,0.311
2010-10-19 18:00:00,27.1759,38.3078,11.1319,18.6417,0.352
2010-10-19 19:00:00,23.9194,34.682,10.7626,18.5691,0.378
2010-10-19 20:00:00,22.1206,32.1691,10.0485,17.9732,0.407
2010-10-19 21:00:00,20.9241,30.5932,9.66914,17.2895,0.421
2010-10-19 22:00:00,20.3018,29.7558,9.45403,17.0188,0.349
2010-10-19 23:00:00,19.3934,29.4731,10.0797,16.4176,0.438
2010-10-20 00:00:00,18.6643,28.9752,10.3109,17.1964,0.443
2010-10-20 01:00:00,18.009,28.7409,10.7319,17.1662,0.467
2010-10-20 02:00:00,17.4693,28.436,10.9667,15.8843,0.466
2010-10-20 03:00:00,17.0282,27.3263,10.298,14.8975,0.498
2010-10-20 04:00:00,15.4391,26.2352,10.7961,14.3324,0.529
2010-10-20 05:00:00,14.0899,25.0191,10.9292,13.7553,0.565
2010-10-20 06:00:00,12.6012,22.9093,10.3081,13.6153,0.569
2010-10-20 07:00:00,13.7325,24.2941,10.5615,13.4768,0.567
2010-10-20 08:00:00,19.1377,29.7552,10.6176,13.5292,0.54
2010-10-20 09:00:00,25.6208,37.1998,11.579,15.5983,0.372
2010-10-20 10:00:00,31.7599,43.4738,11.7139,17.0555,0.297
2010-10-20 11:00:00,36.9646,48.0893,11.1247,17.8107,0.278
2010-10-20 12:00:00,40.2477,51.0357,10.788,17.4001,0.447
2010-10-20 13:00:00,42.2119,52.6437,10.4318,18.0733,0.287
2010-10-20 14:00:00,43.1721,53.2586,10.0865,18.3252,0.294
2010-10-20 15:00:00,43.3195,52.9272,9.60766,18.2175,0.333
2010-10-20 16:00:00,41.5659,50.5885,9.02256,17.8725,0.353
2010-10-20 17:00:00,35.4528,44.8319,9.37907,17.0347,0.457
2010-10-20 18:00:00,29.8958,39.6263,9.73056,17.5821,0.435
2010-10-20 19:00:00,26.9873,36.7738,9.78658,18.0049,0.442
2010-10-20 20:00:00,25.2411,35.1358,9.8947,17.8448,0.439
2010-10-20 21:00:00,24.1974,34.2944,10.097,17.5883,0.425
2010-10-20 22:00:00,23.2351,33.8165,10.5814,16.3461,0.454
2010-10-20 23:00:00,23.3764,33.7196,10.3432,16.3764,0.443
2010-10-21 00:00:00,22.9411,33.4538,10.5127,17.8428,0.373
2010-10-21 01:00:00,22.6904,33.6167,10.9263,17.9936,0.352
2010-10-21 02:00:00,21.7166,32.541,10.8244,13.2882,0.497
2010-10-21 03:00:00,21.3098,31.8889,10.5791,12.5436,0.63
2010-10-21 04:00:00,19.5591,30.4637,10.9045,12.6531,0.663
2010-10-21 05:00:00,17.2998,28.7658,11.466,12.7633,0.667
2010-10-21 06:00:00,15.4743,26.5908,11.1165,12.8861,0.681
2010-10-21 07:00:00,16.9212,27.6512,10.73,13.2461,0.678
2010-10-21 08:00:00,23.6535,32.6298,8.97635,13.7331,0.63
2010-10-21 09:00:00,30.4969,39.2138,8.71694,14.7647,0.493
2010-10-21 10:00:00,35.7994,44.9653,9.16594,16.0569,0.419
2010-10-21 11:00:00,39.8506,48.9186,9.06803,16.4375,0.463
2010-10-21 12:00:00,42.1794,51.5705,9.39103,18.1247,0.326
2010-10-21 13:00:00,43.5065,53.0702,9.56366,16.6763,0.485
2010-10-21 14:00:00,43.9481,53.772,9.82388,16.7487,0.495
2010-10-21 15:00:00,43.4286,53.6125,10.1839,16.9221,0.508
2010-10-21 16:00:00,41.1523,51.5442,10.3919,16.8068,0.521
2010-10-21 17:00:00,35.9931,46.3584,10.3652,17.9915,0.333
2010-10-21 18:00:00,30.789,41.4472,10.6582,18.0507,0.345
2010-10-21 19:00:00,27.5486,38.4611,10.9125,18.4597,0.357
2010-10-21 20:00:00,25.4129,36.2918,10.8789,18.4726,0.369
2010-10-21 21:00:00,23.9274,34.944,11.0166,17.897,0.338
2010-10-21 22:00:00,22.8625,34.1509,11.2883,16.2008,0.244
2010-10-21 23:00:00,21.9395,33.3995,11.46,14.349,0.304
2010-10-22 00:00:00,21.3431,32.7473,11.4042,16.8567,0.499
2010-10-22 01:00:00,20.4464,31.8628,11.4163,16.7516,0.487
2010-10-22 02:00:00,19.7376,31.2365,11.4989,13.1089,0.541
2010-10-22 03:00:00,19.0975,30.4882,11.3907,12.7049,0.632
2010-10-22 04:00:00,17.6133,28.9329,11.3196,12.9403,0.669
2010-10-22 05:00:00,15.9489,26.7853,10.8364,13.2155,0.688
2010-10-22 06:00:00,14.1685,24.3351,10.1666,13.1877,0.73
2010-10-22 07:00:00,15.9222,25.3936,9.47148,13.0997,0.74
2010-10-22 08:00:00,22.0631,30.088,8.02486,13.3748,0.7
2010-10-22 09:00:00,28.7051,37.3917,8.68656,14.7753,0.584
2010-10-22 10:00:00,33.6723,42.9953,9.32295,16.6081,0.526
2010-10-22 11:00:00,37.0181,46.5601,9.54201,17.1975,0.52
2010-10-22 12:00:00,38.988,48.9736,9.98561,16.5876,0.492
2010-10-22 13:00:00,40.2436,50.5522,10.3086,17.4581,0.516
2010-10-22 14:00:00,40.9596,51.4583,10.4987,17.8914,0.504
2010-10-22 15:00:00,40.8379,51.2786,10.4407,18.4532,0.481
2010-10-22 16:00:00,38.7782,49.1138,10.3356,18.4391,0.474
2010-10-22 17:00:00,33.3487,43.8693,10.5205,16.4494,0.512
2010-10-22 18:00:00,27.8695,39.1778,11.3083,16.4939,0.51
2010-10-22 19:00:00,24.9008,36.369,11.4682,16.5401,0.498
2010-10-22 20:00:00,23.332,34.6761,11.3441,16.5318,0.5
2010-10-22 21:00:00,22.3842,33.9506,11.5663,15.6083,0.504
2010-10-22 22:00:00,21.8456,33.7583,11.9127,14.0264,0.461
2010-10-22 23:00:00,21.6573,33.5828,11.9256,13.6437,0.425
2010-10-23 00:00:00,21.6089,33.4856,11.8768,18.0668,0.495
2010-10-23 01:00:00,21.1762,33.346,12.1698,18.3026,0.49
2010-10-23 02:00:00,21.0822,33.1841,12.1018,12.4631,0.654
2010-10-23 03:00:00,21.5708,33.2536,11.6828,11.9061,0.679
2010-10-23 04:00:00,20.197,32.4283,12.2313,11.5756,0.688
2010-10-23 05:00:00,19.0915,31.6119,12.5204,11.6243,0.693
2010-10-23 06:00:00,18.4236,30.7848,12.3611,11.8419,0.713
2010-10-23 07:00:00,20.0581,31.647,11.5889,11.9484,0.716
2010-10-23 08:00:00,25.1941,34.7594,9.56527,11.956,0.673
2010-10-23 09:00:00,30.568,39.3817,8.81366,13.0924,0.566
2010-10-23 10:00:00,34.999,43.1501,8.15107,14.8533,0.483
2010-10-23 11:00:00,38.2589,46.0471,7.7882,15.7343,0.487
2010-10-23 12:00:00,40.5138,48.2401,7.72627,18.0374,0.499
2010-10-23 13:00:00,41.7443,49.7055,7.96117,16.4663,0.493
2010-10-23 14:00:00,41.8453,50.2509,8.40562,16.95,0.509
2010-10-23 15:00:00,41.3195,49.8062,8.48668,17.25,0.516
2010-10-23 16:00:00,39.4225,47.4144,7.9919,17.5189,0.499
2010-10-23 17:00:00,34.926,43.2796,8.35364,17.4703,0.525
2010-10-23 18:00:00,30.8134,40.3445,9.53111,17.8264,0.539
2010-10-23 19:00:00,28.77,38.9716,10.2016,18.0179,0.52
2010-10-23 20:00:00,27.4562,38.1739,10.7177,18.0316,0.514
2010-10-23 21:00:00,26.4826,37.8929,11.4103,16.892,0.522
2010-10-23 22:00:00,25.6842,37.3405,11.6563,14.6041,0.527
2010-10-23 23:00:00,25.2356,37.401,12.1654,13.3781,0.589
2010-10-24 00:00:00,24.9187,36.9963,12.0776,17.486,0.493
2010-10-24 01:00:00,24.766,36.9253,12.1593,17.7145,0.485
2010-10-24 02:00:00,24.0376,36.4357,12.3981,13.1995,0.426
2010-10-24 03:00:00,23.9676,36.516,12.5483,12.8432,0.467
2010-10-24 04:00:00,22.8478,36.4079,13.5602,12.7979,0.537
2010-10-24 05:00:00,22.001,35.0125,13.0115,12.9414,0.6
2010-10-24 06:00:00,21.2844,34.3469,13.0625,13.0304,0.647
2010-10-24 07:00:00,22.292,34.8024,12.5104,13.0256,0.676
2010-10-24 08:00:00,26.8209,36.8718,10.051,13.325,0.641
2010-10-24 09:00:00,31.7416,39.8973,8.15573,13.88,0.546
2010-10-24 10:00:00,35.381,42.9422,7.5612,14.926,0.454
2010-10-24 11:00:00,38.1134,45.5365,7.42307,15.9626,0.432
2010-10-24 12:00:00,39.5415,47.466,7.92448,17.9362,0.495
2010-10-24 13:00:00,40.0671,48.75,8.68292,16.6877,0.418
2010-10-24 14:00:00,40.0444,49.2362,9.19183,17.31,0.425
2010-10-24 15:00:00,39.2968,48.7535,9.45664,17.8932,0.431
2010-10-24 16:00:00,37.4452,46.6175,9.17231,18.3952,0.42
2010-10-24 17:00:00,33.5553,42.8856,9.3303,18.158,0.482
2010-10-24 18:00:00,29.7875,39.9218,10.1342,19.0012,0.46
2010-10-24 19:00:00,27.4149,38.4661,11.0512,18.5962,0.487
2010-10-24 20:00:00,26.092,37.7157,11.6237,18.6824,0.477
2010-10-24 21:00:00,25.0667,37.4763,12.4096,17.8586,0.463
2010-10-24 22:00:00,24.141,37.4711,13.3301,15.3289,0.435
2010-10-24 23:00:00,23.6826,37.7072,14.0246,13.7011,0.415
2010-10-25 00:00:00,23.317,37.7991,14.4821,18.7784,0.414
2010-10-25 01:00:00,23.1192,38.3456,15.2264,19.3525,0.395
2010-10-25 02:00:00,22.5147,38.4008,15.8861,18.0737,0.348
2010-10-25 03:00:00,22.3237,38.8627,16.539,18.1696,0.296
2010-10-25 04:00:00,20.8335,38.8143,17.9808,18.6419,0.249
2010-10-25 05:00:00,19.191,37.7624,18.5714,18.6969,0.292
2010-10-25 06:00:00,17.7914,37.0877,19.2963,18.6862,0.328
2010-10-25 07:00:00,18.6202,37.891,19.2708,18.5191,0.346
2010-10-25 08:00:00,22.0648,39.6796,17.6148,18.4923,0.366
2010-10-25 09:00:00,25.997,42.2409,16.2439,18.9713,0.392
2010-10-25 10:00:00,29.0101,44.9349,15.9247,20.1101,0.417
2010-10-25 11:00:00,31.3951,47.5464,16.1513,21.186,0.421
2010-10-25 12:00:00,32.9107,49.5727,16.6621,20.0356,0.364
2010-10-25 13:00:00,33.856,50.5973,16.7413,22.105,0.414
2010-10-25 14:00:00,33.9363,50.6566,16.7202,22.5191,0.415
2010-10-25 15:00:00,33.501,49.9711,16.4701,22.8386,0.421
2010-10-25 16:00:00,32.0128,48.4485,16.4357,23.2436,0.422
2010-10-25 17:00:00,29.2097,45.994,16.7843,20.3225,0.393
2010-10-25 18:00:00,26.4591,44.1711,17.712,21.8241,0.355
2010-10-25 19:00:00,24.9163,43.5299,18.6137,22.4782,0.345
2010-10-25 20:00:00,23.7294,43.2478,19.5184,23.0905,0.37
2010-10-25 21:00:00,23.0704,43.0489,19.9785,22.6594,0.386
2010-10-25 22:00:00,22.4764,42.7895,20.3131,20.4585,0.404
2010-10-25 23:00:00,21.8723,42.685,20.8126,18.7564,0.368
2010-10-26 00:00:00,21.4413,42.7099,21.2686,23.7717,0.374
2010-10-26 01:00:00,20.6956,42.1872,21.4916,24.2174,0.308
2010-10-26 02:00:00,20.0717,41.7231,21.6514,18.324,0.274
2010-10-26 03:00:00,20.0839,41.4255,21.3417,17.8392,0.322
2010-10-26 04:00:00,18.7026,40.4896,21.787,17.5681,0.348
2010-10-26 05:00:00,16.8612,38.5429,21.6816,17.4386,0.376
2010-10-26 06:00:00,15.6856,37.1883,21.5027,17.1902,0.416
2010-10-26 07:00:00,16.4661,37.3784,20.9123,16.8577,0.442
2010-10-26 08:00:00,20.0566,38.4664,18.4098,16.6898,0.443
2010-10-26 09:00:00,23.6222,40.2062,16.584,16.9666,0.305
2010-10-26 10:00:00,26.3226,42.2417,15.9191,17.4965,0.285
2010-10-26 11:00:00,28.7593,44.2619,15.5026,17.9297,0.357
2010-10-26 12:00:00,30.732,45.8482,15.1162,24.4606,0.284
2010-10-26 13:00:00,31.817,46.7231,14.9062,18.4501,0.358
2010-10-26 14:00:00,32.3174,46.9162,14.5988,18.7367,0.346
2010-10-26 15:00:00,32.2438,46.4417,14.1979,19.1409,0.316
2010-10-26 16:00:00,31.0581,45.0034,13.9452,19.2972,0.304
2010-10-26 17:00:00,28.1537,41.9215,13.7678,24.078,0.261
2010-10-26 18:00:00,25.249,39.113,13.864,24.5172,0.248
2010-10-26 19:00:00,23.7158,37.8835,14.1677,24.3725,0.31
2010-10-26 20:00:00,22.7127,37.2229,14.5101,24.1748,0.348
2010-10-26 21:00:00,22.1858,36.869,14.6833,23.4288,0.319
2010-10-26 22:00:00,21.5589,36.628,15.0692,20.8514,0.262
2010-10-26 23:00:00,21.4105,36.6284,15.2179,18.9806,0.255
2010-10-27 00:00:00,21.2857,36.4155,15.1297,19.1401,0.311
2010-10-27 01:00:00,20.5778,36.3174,15.7396,19.6821,0.303
2010-10-27 02:00:00,20.1255,36.1108,15.9853,17.0694,0.295
2010-10-27 03:00:00,20.2048,36.0026,15.7979,16.6374,0.376
2010-10-27 04:00:00,18.6284,35.0508,16.4224,16.7874,0.442
2010-10-27 05:00:00,16.6611,33.9079,17.2468,16.8615,0.528
2010-10-27 06:00:00,15.329,32.6504,17.3213,16.891,0.587
2010-10-27 07:00:00,16.1037,33.2233,17.1196,16.843,0.625
2010-10-27 08:00:00,19.8699,35.3857,15.5157,17.0251,0.619
2010-10-27 09:00:00,24.2074,38.4643,14.2569,18.0601,0.51
2010-10-27 10:00:00,27.499,41.5761,14.0771,18.8776,0.423
2010-10-27 11:00:00,30.2939,44.0859,13.7921,19.7573,0.384
2010-10-27 12:00:00,32.1339,46.0809,13.947,20.0691,0.269
2010-10-27 13:00:00,33.3474,47.3568,14.0094,20.691,0.359
2010-10-27 14:00:00,33.8323,47.8718,14.0394,21.0672,0.341
2010-10-27 15:00:00,33.5153,47.4919,13.9766,21.7216,0.315
2010-10-27 16:00:00,31.4661,45.4378,13.9717,21.6163,0.316
2010-10-27 17:00:00,26.8535,41.2356,14.3821,20.2113,0.237
2010-10-27 18:00:00,23.5235,38.109,14.5854,20.6647,0.282
2010-10-27 19:00:00,22.0491,37.1861,15.137,21.5955,0.31
2010-10-27 20:00:00,21.1978,37.2401,16.0423,21.7794,0.348
2010-10-27 21:00:00,21.0815,37.5097,16.4282,21.3818,0.336
2010-10-27 22:00:00,20.8715,37.8744,17.0029,19.4799,0.249
2010-10-27 23:00:00,21.1599,38.121,16.9611,17.7172,0.225
2010-10-28 00:00:00,21.1444,38.02,16.8755,21.5691,0.297
2010-10-28 01:00:00,20.7025,38.0634,17.3609,22.0569,0.236
2010-10-28 02:00:00,20.6441,38.2538,17.6097,15.3634,0.366
2010-10-28 03:00:00,21.2473,38.3616,17.1143,14.3672,0.451
2010-10-28 04:00:00,19.9129,37.6053,17.6924,14.154,0.521
2010-10-28 05:00:00,18.2236,36.5238,18.3001,14.1464,0.585
2010-10-28 06:00:00,16.905,35.1273,18.2222,14.1232,0.663
2010-10-28 07:00:00,17.6614,35.4036,17.7422,14.4798,0.663
2010-10-28 08:00:00,21.2141,37.3502,16.1361,14.7808,0.625
2010-10-28 09:00:00,25.7823,39.8539,14.0716,15.6828,0.525
2010-10-28 10:00:00,30.238,42.4036,12.1656,16.9851,0.455
2010-10-28 11:00:00,33.5642,44.9483,11.3842,16.9943,0.48
2010-10-28 12:00:00,35.7604,47.0586,11.2982,22.5603,0.13
2010-10-28 13:00:00,37.2942,48.7412,11.447,16.9924,0.486
2010-10-28 14:00:00,37.9831,49.6851,11.702,16.9746,0.462
2010-10-28 15:00:00,37.5404,49.5202,11.9799,17.251,0.444
2010-10-28 16:00:00,35.1198,47.1247,12.0048,17.1095,0.449
2010-10-28 17:00:00,30.2849,42.2062,11.9213,22.1308,0.112
2010-10-28 18:00:00,26.2108,38.5298,12.319,22.3723,0.149
2010-10-28 19:00:00,24.7819,36.9839,12.202,22.9827,0.182
2010-10-28 20:00:00,23.8952,36.114,12.2188,22.814,0.228
2010-10-28 21:00:00,23.4356,35.6166,12.181,21.8925,0.276
2010-10-28 22:00:00,22.9124,35.4351,12.5227,19.8925,0.302
2010-10-28 23:00:00,22.5137,34.9464,12.4328,17.5105,0.303
2010-10-29 00:00:00,21.6758,34.4333,12.7576,17.4757,0.42
2010-10-29 01:00:00,21.1739,34.0337,12.8598,17.5626,0.405
2010-10-29 02:00:00,20.6341,33.2957,12.6616,12.9766,0.566
2010-10-29 03:00:00,19.9171,31.8565,11.9394,12.3757,0.652
2010-10-29 04:00:00,18.7624,30.264,11.5016,12.2843,0.686
2010-10-29 05:00:00,16.7088,28.153,11.4442,12.2207,0.707
2010-10-29 06:00:00,14.9443,25.7225,10.7782,11.934,0.733
2010-10-29 07:00:00,15.9168,26.3208,10.4041,11.943,0.732
2010-10-29 08:00:00,20.2186,30.1732,9.95461,12.2914,0.694
2010-10-29 09:00:00,25.0467,35.1241,10.0774,14.1535,0.552
2010-10-29 10:00:00,29.1434,39.1988,10.0554,16.1879,0.47
2010-10-29 11:00:00,32.3196,42.1227,9.80307,16.075,0.516
2010-10-29 12:00:00,34.902,44.5691,9.66711,17.6327,0.382
2010-10-29 13:00:00,36.746,46.3,9.55398,15.8334,0.538
2010-10-29 14:00:00,38.0553,47.4061,9.35073,15.9765,0.557
2010-10-29 15:00:00,38.0763,47.3447,9.26838,16.2974,0.549
2010-10-29 16:00:00,35.9368,45.0821,9.14536,16.7951,0.525
2010-10-29 17:00:00,29.8768,39.3889,9.51201,16.9658,0.417
2010-10-29 18:00:00,24.2299,34.414,10.1841,16.5271,0.407
2010-10-29 19:00:00,22.0177,31.7843,9.76662,17.2087,0.395
2010-10-29 20:00:00,21.0692,30.4194,9.35019,17.0532,0.414
2010-10-29 21:00:00,20.1347,30.0388,9.90404,16.1088,0.44
2010-10-29 22:00:00,19.7617,30.197,10.4353,14.916,0.403
2010-10-29 23:00:00,19.5379,30.401,10.863,13.8895,0.455
2010-10-30 00:00:00,19.5136,30.4844,10.9708,16.8486,0.528
2010-10-30 01:00:00,18.8835,30.3799,11.4964,16.9799,0.538
2010-10-30 02:00:00,18.8176,30.3384,11.5208,11.5342,0.527
2010-10-30 03:00:00,18.5436,29.7755,11.232,11.1189,0.602
2010-10-30 04:00:00,17.2931,28.4626,11.1695,10.7118,0.663
2010-10-30 05:00:00,17.196,28.5242,11.3282,10.4626,0.708
2010-10-30 06:00:00,16.2438,27.3946,11.1508,10.3805,0.742
2010-10-30 07:00:00,17.4807,27.8335,10.3528,10.4664,0.754
2010-10-30 08:00:00,22.3676,31.0526,8.68502,10.6114,0.716
2010-10-30 09:00:00,28.0168,35.8583,7.8415,12.2924,0.558
2010-10-30 10:00:00,32.8514,40.6871,7.83575,14.3722,0.439
2010-10-30 11:00:00,36.565,44.4197,7.85473,15.5944,0.418
2010-10-30 12:00:00,39.3225,47.0217,7.69925,16.8064,0.556
2010-10-30 13:00:00,41.0916,48.7104,7.6188,16.6727,0.401
2010-10-30 14:00:00,41.8928,49.6184,7.72561,17.3084,0.395
2010-10-30 15:00:00,41.7122,49.5189,7.80672,18.203,0.354
2010-10-30 16:00:00,39.7699,47.363,7.59305,18.4156,0.343
2010-10-30 17:00:00,34.7362,42.8667,8.13053,16.1314,0.591
2010-10-30 18:00:00,30.2242,39.5727,9.34847,16.2357,0.565
2010-10-30 19:00:00,27.7915,38.1845,10.3929,16.1444,0.591
2010-10-30 20:00:00,26.0951,37.5662,11.471,16.0463,0.585
2010-10-30 21:00:00,25.0446,37.3144,12.2699,15.0235,0.589
2010-10-30 22:00:00,23.2874,36.4455,13.1581,13.0947,0.561
2010-10-30 23:00:00,22.5492,35.7758,13.2266,11.8925,0.513
2010-10-31 00:00:00,22.2394,35.2627,13.0233,18.3907,0.355
2010-10-31 01:00:00,21.2034,34.2398,13.0363,18.5508,0.362
2010-10-31 02:00:00,20.237,33.1321,12.8951,10.7308,0.494
2010-10-31 03:00:00,19.5167,32.1756,12.6588,9.95665,0.637
2010-10-31 04:00:00,19.1285,31.3921,12.2636,10.0652,0.67
2010-10-31 05:00:00,17.3636,29.6495,12.2858,10.3126,0.694
2010-10-31 06:00:00,16.3054,28.0111,11.7057,10.602,0.715
2010-10-31 07:00:00,17.468,27.8488,10.3808,10.8757,0.713
2010-10-31 08:00:00,23.1752,31.0107,7.83547,11.2404,0.656
2010-10-31 09:00:00,30.1209,36.1945,6.07355,13.3777,0.449
2010-10-31 10:00:00,35.4804,41.1974,5.71709,15.2067,0.371
2010-10-31 11:00:00,39.0778,44.9589,5.8811,16.0248,0.396
2010-10-31 12:00:00,41.3416,47.6375,6.29598,18.2434,0.389
2010-10-31 13:00:00,42.5862,49.6236,7.03743,16.4013,0.421
2010-10-31 14:00:00,43.0276,50.7543,7.72667,16.7919,0.422
2010-10-31 15:00:00,42.6453,50.7369,8.09157,17.1239,0.412
2010-10-31 16:00:00,40.3343,48.5511,8.21676,17.1922,0.404
2010-10-31 17:00:00,34.2962,43.2681,8.97199,18.0474,0.385
2010-10-31 18:00:00,28.8679,38.6558,9.78795,17.7316,0.407
2010-10-31 19:00:00,25.6318,36.0108,10.379,17.7721,0.416
2010-10-31 20:00:00,23.6941,34.4274,10.7333,17.3197,0.427
2010-10-31 21:00:00,22.2821,33.5014,11.2193,16.0075,0.398
2010-10-31 22:00:00,21.3153,32.9346,11.6193,13.808,0.305
2010-10-31 23:00:00,20.5613,32.5033,11.942,12.4352,0.292
2010-11-01 00:00:00,19.3003,33.0468,13.7465,18.6559,0.403
2010-11-01 01:00:00,18.6272,33.1461,14.5189,18.9508,0.409
2010-11-01 02:00:00,17.7058,32.7768,15.071,16.0357,0.293
2010-11-01 03:00:00,17.7785,33.0431,15.2645,15.5123,0.369
2010-11-01 04:00:00,16.6507,31.9056,15.2549,14.8936,0.475
2010-11-01 05:00:00,14.2579,30.1979,15.94,14.8312,0.53
2010-11-01 06:00:00,13.0898,28.1481,15.0583,14.6512,0.573
2010-11-01 07:00:00,13.9835,28.5802,14.5967,14.7238,0.577
2010-11-01 08:00:00,18.7526,31.5569,12.8043,15.2021,0.544
2010-11-01 09:00:00,24.0783,36.544,12.4657,16.5021,0.503
2010-11-01 10:00:00,28.7257,40.6696,11.9439,17.1649,0.459
2010-11-01 11:00:00,32.0045,43.8162,11.8117,17.3824,0.445
2010-11-01 12:00:00,34.7182,46.2495,11.5313,19.5865,0.39
2010-11-01 13:00:00,36.2911,47.7558,11.4647,17.8876,0.41
2010-11-01 14:00:00,37.2003,48.5189,11.3186,18.0947,0.408
2010-11-01 15:00:00,36.7788,48.0158,11.237,18.2101,0.416
2010-11-01 16:00:00,34.0433,45.0624,11.019,18.6576,0.422
2010-11-01 17:00:00,28.0389,39.5233,11.4845,19.8066,0.373
2010-11-01 18:00:00,24.03,35.4597,11.4297,19.8051,0.377
2010-11-01 19:00:00,22.4141,33.7738,11.3597,20.7955,0.365
2010-11-01 20:00:00,21.6254,33.2299,11.6045,20.2991,0.381
2010-11-01 21:00:00,21.215,33.3398,12.1248,19.7101,0.354
2010-11-01 22:00:00,20.8772,33.6561,12.7788,17.7679,0.295
2010-11-01 23:00:00,20.3495,33.8881,13.5387,16.9075,0.271
2010-11-02 00:00:00,19.9301,33.9602,14.0301,18.8874,0.419
2010-11-02 01:00:00,19.1982,33.6915,14.4933,19.1888,0.406
2010-11-02 02:00:00,19.0198,33.5544,14.5346,16.1934,0.505
2010-11-02 03:00:00,19.9168,33.4585,13.5417,15.4172,0.545
2010-11-02 04:00:00,18.6838,32.3158,13.632,14.8279,0.579
2010-11-02 05:00:00,16.3807,30.9811,14.6004,14.7554,0.603
2010-11-02 06:00:00,15.1306,29.3115,14.1809,14.6819,0.623
2010-11-02 07:00:00,15.8886,30.1549,14.2663,14.7847,0.646
2010-11-02 08:00:00,19.0632,32.9244,13.8613,15.5177,0.62
2010-11-02 09:00:00,23.2727,36.6695,13.3967,17.9456,0.533
2010-11-02 10:00:00,27.5978,40.162,12.5642,18.2649,0.518
2010-11-02 11:00:00,30.9223,42.7541,11.8317,18.0956,0.523
2010-11-02 12:00:00,33.4728,44.6899,11.2171,19.1309,0.405
2010-11-02 13:00:00,34.9522,46.2151,11.2628,18.4643,0.514
2010-11-02 14:00:00,35.6879,47.1583,11.4704,19.0413,0.497
2010-11-02 15:00:00,35.2881,46.9978,11.7097,20.1848,0.449
2010-11-02 16:00:00,31.9699,43.9643,11.9944,21.0133,0.416
2010-11-02 17:00:00,24.7598,38.0615,13.3017,17.9541,0.436
2010-11-02 18:00:00,20.7831,33.6541,12.871,18.0229,0.479
2010-11-02 19:00:00,18.9624,31.2929,12.3305,19.1572,0.466
2010-11-02 20:00:00,17.8331,30.3256,12.4925,19.0491,0.482
2010-11-02 21:00:00,17.1774,30.4089,13.2315,18.7011,0.477
2010-11-02 22:00:00,16.7072,31.1445,14.4373,18.0561,0.443
2010-11-02 23:00:00,16.4409,31.6389,15.198,17.2197,0.461
2010-11-03 00:00:00,16.1435,31.9415,15.798,21.6462,0.38
2010-11-03 01:00:00,15.5905,31.4503,15.8598,21.6288,0.368
2010-11-03 02:00:00,15.2271,31.4566,16.2294,18.7038,0.478
2010-11-03 03:00:00,15.5051,30.6139,15.1088,18.3551,0.535
2010-11-03 04:00:00,14.5515,28.657,14.1055,17.9568,0.584
2010-11-03 05:00:00,12.5173,28.3813,15.864,17.6021,0.634
2010-11-03 06:00:00,11.5114,26.4002,14.8888,17.6377,0.635
2010-11-03 07:00:00,11.9282,26.6261,14.6978,17.7529,0.607
2010-11-03 08:00:00,15.0016,29.5842,14.5826,18.9772,0.495
2010-11-03 09:00:00,19.4824,34.3051,14.8227,20.2802,0.395
2010-11-03 10:00:00,24.3239,38.9837,14.6598,20.0752,0.38
2010-11-03 11:00:00,28.1777,42.6724,14.4948,19.3587,0.38
2010-11-03 12:00:00,31.1981,45.3992,14.2011,21.6562,0.378
2010-11-03 13:00:00,33.1736,47.2021,14.0285,19.1134,0.377
2010-11-03 14:00:00,34.274,48.1882,13.9143,19.2609,0.349
2010-11-03 15:00:00,34.1366,47.728,13.5914,19.9114,0.312
2010-11-03 16:00:00,30.3799,44.2233,13.8433,20.4656,0.284
2010-11-03 17:00:00,23.8341,38.1378,14.3037,20.123,0.434
2010-11-03 18:00:00,20.6087,33.9165,13.3078,19.2521,0.462
2010-11-03 19:00:00,19.6637,32.1268,12.4632,21.3877,0.378
2010-11-03 20:00:00,19.3384,31.686,12.3476,20.6107,0.403
2010-11-03 21:00:00,19.3027,31.9903,12.6876,20.1358,0.4
2010-11-03 22:00:00,18.8175,32.5654,13.748,19.4439,0.398
2010-11-03 23:00:00,18.5183,33.2489,14.7306,19.2505,0.4
2010-11-04 00:00:00,18.4416,33.9635,15.5219,21.1328,0.24
2010-11-04 01:00:00,18.6419,33.9946,15.3526,21.0889,0.227
2010-11-04 02:00:00,18.5673,34.1497,15.5825,17.8495,0.361
2010-11-04 03:00:00,19.2296,33.7969,14.5673,17.0074,0.465
2010-11-04 04:00:00,18.6278,31.8789,13.251,16.4649,0.548
2010-11-04 05:00:00,16.0454,31.411,15.3657,16.755,0.57
2010-11-04 06:00:00,15.0983,29.8243,14.726,16.7676,0.597
2010-11-04 07:00:00,15.3511,30.4311,15.0799,17.0542,0.586
